TransactionID,Timestamp,StoreName,BranchName,BranchID,TotalBranches,CustomerID,Category,Product,Quantity,UnitPrice,TotalAmount,Discount,FinalAmount,LoyaltyPoints,PaymentType
TXN003314,2024-10-23 11:52:00,SmartRetail,Yelahanka,5.0,5.0,1011012.0,Snacks,Lays Chips,2.0,20.0,40.0,0.42,39.58,0.0,UPI
TXN002582,2024-10-23 11:55:00,SmartRetail,Whitefield,2.0,5.0,1072435.0,Snacks,Chocolate,5.0,40.0,200.0,26.02,173.98,1.0,Cash
TXN015064,2024-10-23 12:08:00,SmartRetail,Indiranagar,1.0,5.0,1000199.0,Snacks,Dry Fruits (250g),3.0,220.0,660.0,18.65,641.35,6.0,Card
TXN003304,2024-10-23 12:08:00,SmartRetail,Jayanagar,3.0,5.0,1012583.0,Dairy,Butter (100g),3.0,55.0,165.0,0.52,164.48,1.0,UPI
TXN024658,2024-10-23 12:20:00,SmartRetail,Jayanagar,3.0,5.0,1099214.0,Groceries,Sugar (1kg),3.0,45.0,135.0,3.23,131.77,1.0,UPI
TXN022105,2024-10-23 12:25:00,SmartRetail,Koramangala,4.0,5.0,1018574.0,Dairy,Butter (100g),4.0,55.0,220.0,16.24,203.76,2.0,Cash
TXN006540,2024-10-23 12:56:00,SmartRetail,Jayanagar,3.0,5.0,1084870.0,Groceries,Salt (1kg),4.0,20.0,80.0,6.23,73.77,0.0,Card
TXN015439,2024-10-23 13:27:00,SmartRetail,Yelahanka,5.0,5.0,1016750.0,Beverages,Bisleri Water (1L),5.0,20.0,100.0,6.78,93.22,0.0,Card
TXN016560,2024-10-23 13:32:00,SmartRetail,Yelahanka,5.0,5.0,1012623.0,Dairy,Butter (100g),5.0,55.0,275.0,39.59,235.41,2.0,Cash
TXN024244,2024-10-23 13:45:00,SmartRetail,Koramangala,4.0,5.0,1006440.0,Beverages,Coca Cola (2L),3.0,85.0,255.0,37.13,217.87,2.0,UPI
TXN003682,2024-10-23 13:49:00,SmartRetail,Whitefield,2.0,5.0,1088939.0,Personal Care,Soap (125g),1.0,40.0,40.0,5.42,34.58,0.0,Wallet
TXN009708,2024-10-23 14:09:00,SmartRetail,Whitefield,2.0,5.0,1006342.0,Personal Care,Toothpaste (150g),5.0,90.0,450.0,44.67,405.33,4.0,UPI
TXN004817,2024-10-23 14:38:00,SmartRetail,Whitefield,2.0,5.0,1041441.0,Beverages,Red Bull (250ml),2.0,125.0,250.0,24.14,225.86,2.0,Wallet
TXN021009,2024-10-23 15:00:00,SmartRetail,Koramangala,4.0,5.0,1055429.0,Groceries,Rice (5kg),1.0,280.0,280.0,8.2,271.8,2.0,UPI
TXN021018,2024-10-23 15:23:00,SmartRetail,Yelahanka,5.0,5.0,1044404.0,Beverages,Pepsi (2L),5.0,80.0,400.0,46.37,353.63,3.0,Cash
TXN015530,2024-10-23 15:24:00,SmartRetail,Yelahanka,5.0,5.0,1041001.0,Snacks,Kurkure,3.0,15.0,45.0,3.38,41.62,0.0,UPI
TXN016191,2024-10-23 15:25:00,SmartRetail,Jayanagar,3.0,5.0,1022180.0,Groceries,Pulses (1kg),1.0,90.0,90.0,8.41,81.59,0.0,Wallet
TXN006504,2024-10-23 15:36:00,SmartRetail,Jayanagar,3.0,5.0,1069831.0,Snacks,Chocolate,5.0,40.0,200.0,14.26,185.74,1.0,Wallet
TXN017962,2024-10-23 15:55:00,SmartRetail,Whitefield,2.0,5.0,1059835.0,Dairy,Cheese (200g),1.0,120.0,120.0,11.14,108.86,1.0,Cash
TXN002759,2024-10-23 16:00:00,SmartRetail,Whitefield,2.0,5.0,1027089.0,Dairy,Milk (1L),1.0,55.0,55.0,6.43,48.57,0.0,UPI
TXN021884,2024-10-23 16:21:00,SmartRetail,Whitefield,2.0,5.0,1082376.0,Beverages,Red Bull (250ml),5.0,125.0,625.0,5.59,619.41,6.0,UPI
TXN022570,2024-10-23 16:23:00,SmartRetail,Indiranagar,1.0,5.0,1074799.0,Groceries,Sugar (1kg),4.0,45.0,180.0,1.97,178.03,1.0,Cash
TXN003876,2024-10-23 16:24:00,SmartRetail,Jayanagar,3.0,5.0,1062508.0,Dairy,Milk (1L),2.0,55.0,110.0,4.05,105.95,1.0,Cash
TXN024136,2024-10-23 16:34:00,SmartRetail,Whitefield,2.0,5.0,1045035.0,Beverages,Bisleri Water (1L),4.0,20.0,80.0,9.32,70.68,0.0,UPI
TXN023153,2024-10-23 16:34:00,SmartRetail,Indiranagar,1.0,5.0,1047673.0,Groceries,Cooking Oil (1L),1.0,130.0,130.0,3.13,126.87,1.0,UPI
TXN002412,2024-10-23 16:37:00,SmartRetail,Yelahanka,5.0,5.0,1044597.0,Snacks,Dry Fruits (250g),2.0,220.0,440.0,13.23,426.77,4.0,Wallet
TXN020127,2024-10-23 16:38:00,SmartRetail,Jayanagar,3.0,5.0,1022251.0,Snacks,Kurkure,1.0,15.0,15.0,0.77,14.23,0.0,Card
TXN012584,2024-10-23 16:39:00,SmartRetail,Indiranagar,1.0,5.0,1017257.0,Personal Care,Shampoo (250ml),1.0,180.0,180.0,20.51,159.49,1.0,UPI
TXN020874,2024-10-23 17:38:00,SmartRetail,Yelahanka,5.0,5.0,1065294.0,Snacks,Lays Chips,5.0,20.0,100.0,4.06,95.94,0.0,Card
TXN003813,2024-10-23 17:44:00,SmartRetail,Whitefield,2.0,5.0,1005038.0,Personal Care,Shampoo (250ml),4.0,180.0,720.0,54.49,665.51,6.0,Card
TXN006086,2024-10-23 17:47:00,SmartRetail,Yelahanka,5.0,5.0,1095405.0,Personal Care,Shampoo (250ml),1.0,180.0,180.0,14.39,165.61,1.0,Cash
TXN005608,2024-10-23 17:54:00,SmartRetail,Indiranagar,1.0,5.0,1063359.0,Dairy,Milk (1L),1.0,55.0,55.0,4.74,50.26,0.0,Card
TXN023049,2024-10-23 17:56:00,SmartRetail,Jayanagar,3.0,5.0,1020518.0,Personal Care,Toothpaste (150g),4.0,90.0,360.0,5.87,354.13,3.0,Wallet
TXN000035,2024-10-23 18:22:00,SmartRetail,Indiranagar,1.0,5.0,1019517.0,Groceries,Rice (5kg),4.0,280.0,1120.0,60.74,1059.26,10.0,UPI
TXN022927,2024-10-23 18:27:00,SmartRetail,Yelahanka,5.0,5.0,1038523.0,Snacks,Lays Chips,4.0,20.0,80.0,6.09,73.91,0.0,UPI
TXN002257,2024-10-23 19:36:00,SmartRetail,Indiranagar,1.0,5.0,1095347.0,Beverages,Red Bull (250ml),3.0,125.0,375.0,50.54,324.46,3.0,UPI
TXN019920,2024-10-23 19:39:00,SmartRetail,Whitefield,2.0,5.0,1062912.0,Snacks,Kurkure,2.0,15.0,30.0,4.09,25.91,0.0,UPI
TXN002743,2024-10-23 19:41:00,SmartRetail,Koramangala,4.0,5.0,1002865.0,Beverages,Coca Cola (2L),1.0,85.0,85.0,3.25,81.75,0.0,Cash
TXN005280,2024-10-23 20:08:00,SmartRetail,Koramangala,4.0,5.0,1097384.0,Snacks,Dry Fruits (250g),1.0,220.0,220.0,2.96,217.04,2.0,Card
TXN002553,2024-10-23 20:13:00,SmartRetail,Yelahanka,5.0,5.0,1037557.0,Groceries,Cooking Oil (1L),3.0,130.0,390.0,26.19,363.81,3.0,Wallet
TXN013772,2024-10-23 20:30:00,SmartRetail,Jayanagar,3.0,5.0,1064827.0,Personal Care,Soap (125g),3.0,40.0,120.0,12.5,107.5,1.0,Card
TXN003335,2024-10-23 20:44:00,SmartRetail,Jayanagar,3.0,5.0,1004799.0,Groceries,Sugar (1kg),3.0,45.0,135.0,1.22,133.78,1.0,Card
TXN000038,2024-10-23 20:52:00,SmartRetail,Indiranagar,1.0,5.0,1037893.0,Snacks,Lays Chips,1.0,20.0,20.0,2.42,17.58,0.0,Wallet
TXN022047,2024-10-23 21:07:00,SmartRetail,Indiranagar,1.0,5.0,1027202.0,Personal Care,Facewash (100ml),5.0,160.0,800.0,60.09,739.91,7.0,Cash
TXN022022,2024-10-23 21:33:00,SmartRetail,Koramangala,4.0,5.0,1010319.0,Snacks,Dry Fruits (250g),2.0,220.0,440.0,6.34,433.66,4.0,Card
TXN016506,2024-10-23 21:35:00,SmartRetail,Whitefield,2.0,5.0,1000433.0,Groceries,Rice (5kg),3.0,280.0,840.0,36.96,803.04,8.0,Wallet
TXN002951,2024-10-24 08:06:00,SmartRetail,Whitefield,2.0,5.0,1076945.0,Groceries,Wheat Flour (5kg),3.0,250.0,750.0,22.42,727.58,7.0,UPI
TXN018428,2024-10-24 08:07:00,SmartRetail,Whitefield,2.0,5.0,1039146.0,Beverages,Red Bull (250ml),1.0,125.0,125.0,18.19,106.81,1.0,Cash
TXN008898,2024-10-24 08:47:00,SmartRetail,Koramangala,4.0,5.0,1086558.0,Beverages,Bisleri Water (1L),3.0,20.0,60.0,3.02,56.98,0.0,UPI
TXN017542,2024-10-24 09:03:00,SmartRetail,Whitefield,2.0,5.0,1082937.0,Groceries,Wheat Flour (5kg),5.0,250.0,1250.0,180.31,1069.69,10.0,Wallet
TXN009440,2024-10-24 09:08:00,SmartRetail,Yelahanka,5.0,5.0,1041943.0,Dairy,Milk (1L),1.0,55.0,55.0,1.05,53.95,0.0,Card
TXN005229,2024-10-24 09:24:00,SmartRetail,Indiranagar,1.0,5.0,1057087.0,Groceries,Rice (5kg),5.0,280.0,1400.0,191.89,1208.11,12.0,UPI
TXN023925,2024-10-24 09:32:00,SmartRetail,Yelahanka,5.0,5.0,1085690.0,Snacks,Dry Fruits (250g),4.0,220.0,880.0,89.3,790.7,7.0,UPI
TXN005621,2024-10-24 09:34:00,SmartRetail,Koramangala,4.0,5.0,1020350.0,Personal Care,Toothpaste (150g),2.0,90.0,180.0,23.89,156.11,1.0,Card
TXN009598,2024-10-24 09:38:00,SmartRetail,Koramangala,4.0,5.0,1061965.0,Personal Care,Soap (125g),2.0,40.0,80.0,4.39,75.61,0.0,Cash
TXN010140,2024-10-24 09:43:00,SmartRetail,Indiranagar,1.0,5.0,1057381.0,Personal Care,Toothpaste (150g),5.0,90.0,450.0,54.29,395.71,3.0,Wallet
TXN012983,2024-10-24 09:47:00,SmartRetail,Koramangala,4.0,5.0,1013745.0,Personal Care,Soap (125g),1.0,40.0,40.0,3.32,36.68,0.0,Wallet
TXN019743,2024-10-24 10:01:00,SmartRetail,Indiranagar,1.0,5.0,1085307.0,Beverages,Coca Cola (2L),1.0,85.0,85.0,1.57,83.43,0.0,Wallet
TXN001994,2024-10-24 10:33:00,SmartRetail,Whitefield,2.0,5.0,1084263.0,Dairy,Paneer (200g),2.0,85.0,170.0,1.24,168.76,1.0,Wallet
TXN007507,2024-10-24 10:52:00,SmartRetail,Koramangala,4.0,5.0,1080617.0,Dairy,Curd (500g),2.0,35.0,70.0,0.73,69.27,0.0,Wallet
TXN021003,2024-10-24 11:30:00,SmartRetail,Koramangala,4.0,5.0,1054324.0,Personal Care,Shampoo (250ml),1.0,180.0,180.0,0.2,179.8,1.0,Card
TXN012600,2024-10-24 11:43:00,SmartRetail,Indiranagar,1.0,5.0,1085465.0,Dairy,Milk (1L),5.0,55.0,275.0,36.97,238.03,2.0,Cash
TXN002741,2024-10-24 12:02:00,SmartRetail,Indiranagar,1.0,5.0,1063689.0,Snacks,Lays Chips,3.0,20.0,60.0,2.98,57.02,0.0,UPI
TXN012099,2024-10-24 12:43:00,SmartRetail,Whitefield,2.0,5.0,1072523.0,Snacks,Kurkure,3.0,15.0,45.0,3.27,41.73,0.0,Cash
TXN007748,2024-10-24 12:47:00,SmartRetail,Indiranagar,1.0,5.0,1096085.0,Groceries,Cooking Oil (1L),3.0,130.0,390.0,1.12,388.88,3.0,Cash
TXN005685,2024-10-24 12:58:00,SmartRetail,Koramangala,4.0,5.0,1040486.0,Snacks,Lays Chips,2.0,20.0,40.0,3.23,36.77,0.0,Cash
TXN017178,2024-10-24 13:01:00,SmartRetail,Whitefield,2.0,5.0,1021876.0,Personal Care,Facewash (100ml),4.0,160.0,640.0,31.08,608.92,6.0,Cash
TXN015884,2024-10-24 13:15:00,SmartRetail,Indiranagar,1.0,5.0,1060442.0,Groceries,Pulses (1kg),4.0,90.0,360.0,18.56,341.44,3.0,Card
TXN017638,2024-10-24 13:26:00,SmartRetail,Indiranagar,1.0,5.0,1041495.0,Groceries,Wheat Flour (5kg),4.0,250.0,1000.0,106.21,893.79,8.0,Wallet
TXN014674,2024-10-24 13:46:00,SmartRetail,Jayanagar,3.0,5.0,1081128.0,Personal Care,Toothpaste (150g),4.0,90.0,360.0,13.94,346.06,3.0,Cash
TXN012857,2024-10-24 13:54:00,SmartRetail,Jayanagar,3.0,5.0,1014012.0,Dairy,Curd (500g),5.0,35.0,175.0,21.94,153.06,1.0,Card
TXN002053,2024-10-24 13:59:00,SmartRetail,Whitefield,2.0,5.0,1068279.0,Dairy,Cheese (200g),3.0,120.0,360.0,28.12,331.88,3.0,Wallet
TXN020473,2024-10-24 14:13:00,SmartRetail,Koramangala,4.0,5.0,1013602.0,Groceries,Sugar (1kg),5.0,45.0,225.0,6.71,218.29,2.0,Wallet
TXN008992,2024-10-24 14:13:00,SmartRetail,Koramangala,4.0,5.0,1092379.0,Personal Care,Facewash (100ml),2.0,160.0,320.0,28.27,291.73,2.0,Wallet
TXN008683,2024-10-24 14:30:00,SmartRetail,Whitefield,2.0,5.0,1049300.0,Dairy,Cheese (200g),4.0,120.0,480.0,38.76,441.24,4.0,Card
TXN019136,2024-10-24 14:58:00,SmartRetail,Yelahanka,5.0,5.0,1084465.0,Dairy,Curd (500g),5.0,35.0,175.0,14.79,160.21,1.0,Cash
TXN002339,2024-10-24 15:18:00,SmartRetail,Indiranagar,1.0,5.0,1003449.0,Dairy,Cheese (200g),5.0,120.0,600.0,57.93,542.07,5.0,Card
TXN006554,2024-10-24 16:29:00,SmartRetail,Koramangala,4.0,5.0,1012194.0,Groceries,Salt (1kg),1.0,20.0,20.0,2.94,17.06,0.0,UPI
TXN009811,2024-10-24 16:42:00,SmartRetail,Indiranagar,1.0,5.0,1048531.0,Beverages,Real Juice (1L),1.0,110.0,110.0,7.92,102.08,1.0,Card
TXN000360,2024-10-24 16:44:00,SmartRetail,Koramangala,4.0,5.0,1087259.0,Dairy,Cheese (200g),2.0,120.0,240.0,12.09,227.91,2.0,UPI
TXN016497,2024-10-24 16:47:00,SmartRetail,Jayanagar,3.0,5.0,1033840.0,Dairy,Milk (1L),2.0,55.0,110.0,1.64,108.36,1.0,Cash
TXN022098,2024-10-24 16:47:00,SmartRetail,Indiranagar,1.0,5.0,1054880.0,Groceries,Salt (1kg),5.0,20.0,100.0,11.76,88.24,0.0,Cash
TXN014336,2024-10-24 16:57:00,SmartRetail,Koramangala,4.0,5.0,1039583.0,Personal Care,Facewash (100ml),4.0,160.0,640.0,29.19,610.81,6.0,UPI
TXN022917,2024-10-24 17:09:00,SmartRetail,Koramangala,4.0,5.0,1003211.0,Beverages,Bisleri Water (1L),3.0,20.0,60.0,4.35,55.65,0.0,UPI
TXN011394,2024-10-24 17:09:00,SmartRetail,Koramangala,4.0,5.0,1087937.0,Groceries,Rice (5kg),3.0,280.0,840.0,31.07,808.93,8.0,Card
TXN024767,2024-10-24 17:32:00,SmartRetail,Jayanagar,3.0,5.0,1063425.0,Beverages,Red Bull (250ml),5.0,125.0,625.0,54.29,570.71,5.0,Card
TXN009422,2024-10-24 17:37:00,SmartRetail,Indiranagar,1.0,5.0,1055272.0,Groceries,Sugar (1kg),3.0,45.0,135.0,12.01,122.99,1.0,Cash
TXN023814,2024-10-24 18:06:00,SmartRetail,Indiranagar,1.0,5.0,1048130.0,Dairy,Milk (1L),2.0,55.0,110.0,1.54,108.46,1.0,Wallet
TXN017729,2024-10-24 18:16:00,SmartRetail,Yelahanka,5.0,5.0,1043203.0,Groceries,Wheat Flour (5kg),5.0,250.0,1250.0,79.98,1170.02,11.0,Wallet
TXN014473,2024-10-24 18:20:00,SmartRetail,Indiranagar,1.0,5.0,1081506.0,Snacks,Dry Fruits (250g),5.0,220.0,1100.0,41.92,1058.08,10.0,UPI
TXN018964,2024-10-24 18:28:00,SmartRetail,Whitefield,2.0,5.0,1081205.0,Dairy,Butter (100g),1.0,55.0,55.0,4.26,50.74,0.0,Card
TXN024351,2024-10-24 18:34:00,SmartRetail,Whitefield,2.0,5.0,1001403.0,Groceries,Sugar (1kg),3.0,45.0,135.0,17.25,117.75,1.0,Card
TXN016394,2024-10-24 18:35:00,SmartRetail,Koramangala,4.0,5.0,1086301.0,Snacks,Lays Chips,4.0,20.0,80.0,5.16,74.84,0.0,Card
TXN024373,2024-10-24 18:57:00,SmartRetail,Whitefield,2.0,5.0,1066671.0,Personal Care,Shampoo (250ml),4.0,180.0,720.0,69.38,650.62,6.0,UPI
TXN000792,2024-10-24 19:00:00,SmartRetail,Jayanagar,3.0,5.0,1053318.0,Snacks,Chocolate,4.0,40.0,160.0,3.45,156.55,1.0,Wallet
TXN023617,2024-10-24 19:04:00,SmartRetail,Indiranagar,1.0,5.0,1054210.0,Personal Care,Soap (125g),2.0,40.0,80.0,5.64,74.36,0.0,Cash
TXN017639,2024-10-24 19:14:00,SmartRetail,Indiranagar,1.0,5.0,1053473.0,Beverages,Bisleri Water (1L),5.0,20.0,100.0,0.86,99.14,0.0,Wallet
TXN009356,2024-10-24 19:23:00,SmartRetail,Jayanagar,3.0,5.0,1037703.0,Snacks,Dry Fruits (250g),4.0,220.0,880.0,131.05,748.95,7.0,UPI
TXN012669,2024-10-24 19:33:00,SmartRetail,Yelahanka,5.0,5.0,1070770.0,Personal Care,Shampoo (250ml),3.0,180.0,540.0,40.96,499.04,4.0,Card
TXN010773,2024-10-24 20:01:00,SmartRetail,Indiranagar,1.0,5.0,1021558.0,Dairy,Paneer (200g),1.0,85.0,85.0,4.85,80.15,0.0,Cash
TXN008446,2024-10-24 20:06:00,SmartRetail,Whitefield,2.0,5.0,1074014.0,Groceries,Rice (5kg),4.0,280.0,1120.0,24.44,1095.56,10.0,UPI
TXN019682,2024-10-24 20:22:00,SmartRetail,Whitefield,2.0,5.0,1083951.0,Personal Care,Shampoo (250ml),1.0,180.0,180.0,2.32,177.68,1.0,Cash
TXN004175,2024-10-24 20:32:00,SmartRetail,Indiranagar,1.0,5.0,1057785.0,Beverages,Coca Cola (2L),4.0,85.0,340.0,15.81,324.19,3.0,Cash
TXN006059,2024-10-24 20:41:00,SmartRetail,Koramangala,4.0,5.0,1037154.0,Dairy,Milk (1L),3.0,55.0,165.0,0.12,164.88,1.0,Wallet
TXN020789,2024-10-24 20:53:00,SmartRetail,Koramangala,4.0,5.0,1054642.0,Snacks,Dry Fruits (250g),3.0,220.0,660.0,17.82,642.18,6.0,Wallet
TXN008766,2024-10-24 20:55:00,SmartRetail,Jayanagar,3.0,5.0,1087457.0,Dairy,Butter (100g),3.0,55.0,165.0,13.81,151.19,1.0,Card
TXN014424,2024-10-24 21:10:00,SmartRetail,Indiranagar,1.0,5.0,1081807.0,Dairy,Milk (1L),1.0,55.0,55.0,7.48,47.52,0.0,Wallet
TXN020252,2024-10-24 21:12:00,SmartRetail,Jayanagar,3.0,5.0,1002565.0,Groceries,Sugar (1kg),1.0,45.0,45.0,4.82,40.18,0.0,Cash
TXN011068,2024-10-24 21:18:00,SmartRetail,Indiranagar,1.0,5.0,1016603.0,Groceries,Salt (1kg),5.0,20.0,100.0,12.87,87.13,0.0,UPI
TXN017351,2024-10-24 21:28:00,SmartRetail,Indiranagar,1.0,5.0,1000339.0,Personal Care,Facewash (100ml),1.0,160.0,160.0,2.03,157.97,1.0,Wallet
TXN004722,2024-10-24 21:30:00,SmartRetail,Indiranagar,1.0,5.0,1060773.0,Groceries,Rice (5kg),2.0,280.0,560.0,23.08,536.92,5.0,Card
TXN007225,2024-10-24 21:55:00,SmartRetail,Whitefield,2.0,5.0,1035610.0,Dairy,Paneer (200g),4.0,85.0,340.0,19.57,320.43,3.0,Cash
TXN012468,2024-10-25 08:06:00,SmartRetail,Indiranagar,1.0,5.0,1053403.0,Beverages,Pepsi (2L),2.0,80.0,160.0,11.76,148.24,1.0,Cash
TXN006323,2024-10-25 08:40:00,SmartRetail,Koramangala,4.0,5.0,1051088.0,Snacks,Kurkure,1.0,15.0,15.0,1.85,13.15,0.0,Cash
TXN009702,2024-10-25 08:43:00,SmartRetail,Whitefield,2.0,5.0,1064366.0,Snacks,Chocolate,4.0,40.0,160.0,15.71,144.29,1.0,Card
TXN021495,2024-10-25 08:43:00,SmartRetail,Indiranagar,1.0,5.0,1030994.0,Snacks,Biscuits,3.0,30.0,90.0,0.18,89.82,0.0,Wallet
TXN020728,2024-10-25 09:17:00,SmartRetail,Yelahanka,5.0,5.0,1026804.0,Dairy,Butter (100g),5.0,55.0,275.0,8.08,266.92,2.0,Card
TXN010208,2024-10-25 09:24:00,SmartRetail,Yelahanka,5.0,5.0,1096501.0,Snacks,Lays Chips,4.0,20.0,80.0,4.02,75.98,0.0,Wallet
TXN017251,2024-10-25 09:39:00,SmartRetail,Yelahanka,5.0,5.0,1093710.0,Dairy,Cheese (200g),5.0,120.0,600.0,83.46,516.54,5.0,Wallet
TXN004655,2024-10-25 09:42:00,SmartRetail,Yelahanka,5.0,5.0,1062380.0,Personal Care,Soap (125g),5.0,40.0,200.0,17.86,182.14,1.0,Wallet
TXN017225,2024-10-25 09:57:00,SmartRetail,Indiranagar,1.0,5.0,1094989.0,Snacks,Lays Chips,5.0,20.0,100.0,9.05,90.95,0.0,Wallet
TXN023271,2024-10-25 10:02:00,SmartRetail,Yelahanka,5.0,5.0,1055415.0,Groceries,Sugar (1kg),1.0,45.0,45.0,2.56,42.44,0.0,Wallet
TXN002037,2024-10-25 10:02:00,SmartRetail,Jayanagar,3.0,5.0,1059108.0,Beverages,Real Juice (1L),5.0,110.0,550.0,23.9,526.1,5.0,Card
TXN007853,2024-10-25 10:30:00,SmartRetail,Yelahanka,5.0,5.0,1066152.0,Personal Care,Soap (125g),5.0,40.0,200.0,5.31,194.69,1.0,Card
TXN000007,2024-10-25 10:59:00,SmartRetail,Yelahanka,5.0,5.0,1044482.0,Beverages,Pepsi (2L),5.0,80.0,400.0,0.83,399.17,3.0,Cash
TXN023822,2024-10-25 11:07:00,SmartRetail,Jayanagar,3.0,5.0,1071024.0,Groceries,Rice (5kg),4.0,280.0,1120.0,122.48,997.52,9.0,Card
TXN010593,2024-10-25 11:19:00,SmartRetail,Jayanagar,3.0,5.0,1099210.0,Snacks,Lays Chips,2.0,20.0,40.0,2.48,37.52,0.0,Card
TXN019716,2024-10-25 11:19:00,SmartRetail,Jayanagar,3.0,5.0,1040258.0,Groceries,Cooking Oil (1L),3.0,130.0,390.0,24.6,365.4,3.0,UPI
TXN021488,2024-10-25 11:23:00,SmartRetail,Koramangala,4.0,5.0,1058596.0,Dairy,Paneer (200g),2.0,85.0,170.0,10.3,159.7,1.0,UPI
TXN021593,2024-10-25 11:31:00,SmartRetail,Indiranagar,1.0,5.0,1062799.0,Snacks,Biscuits,2.0,30.0,60.0,4.01,55.99,0.0,UPI
TXN019194,2024-10-25 11:38:00,SmartRetail,Koramangala,4.0,5.0,1042351.0,Dairy,Paneer (200g),2.0,85.0,170.0,10.54,159.46,1.0,Wallet
TXN003350,2024-10-25 11:44:00,SmartRetail,Whitefield,2.0,5.0,1093833.0,Dairy,Paneer (200g),1.0,85.0,85.0,11.66,73.34,0.0,Cash
TXN014820,2024-10-25 12:11:00,SmartRetail,Yelahanka,5.0,5.0,1073324.0,Groceries,Rice (5kg),5.0,280.0,1400.0,37.93,1362.07,13.0,UPI
TXN021379,2024-10-25 12:13:00,SmartRetail,Whitefield,2.0,5.0,1054911.0,Beverages,Red Bull (250ml),5.0,125.0,625.0,1.42,623.58,6.0,Wallet
TXN004745,2024-10-25 12:25:00,SmartRetail,Jayanagar,3.0,5.0,1039753.0,Beverages,Red Bull (250ml),2.0,125.0,250.0,35.21,214.79,2.0,Wallet
TXN011960,2024-10-25 12:34:00,SmartRetail,Whitefield,2.0,5.0,1074233.0,Dairy,Cheese (200g),5.0,120.0,600.0,30.37,569.63,5.0,UPI
TXN011705,2024-10-25 12:41:00,SmartRetail,Koramangala,4.0,5.0,1067653.0,Personal Care,Shampoo (250ml),4.0,180.0,720.0,12.06,707.94,7.0,UPI
TXN007606,2024-10-25 12:43:00,SmartRetail,Indiranagar,1.0,5.0,1094837.0,Dairy,Cheese (200g),4.0,120.0,480.0,37.01,442.99,4.0,Cash
TXN023710,2024-10-25 12:48:00,SmartRetail,Indiranagar,1.0,5.0,1087558.0,Personal Care,Soap (125g),5.0,40.0,200.0,3.94,196.06,1.0,Card
TXN003694,2024-10-25 12:53:00,SmartRetail,Koramangala,4.0,5.0,1013459.0,Dairy,Curd (500g),5.0,35.0,175.0,12.35,162.65,1.0,Cash
TXN003127,2024-10-25 12:53:00,SmartRetail,Jayanagar,3.0,5.0,1025723.0,Groceries,Salt (1kg),5.0,20.0,100.0,11.95,88.05,0.0,Card
TXN008386,2024-10-25 13:28:00,SmartRetail,Whitefield,2.0,5.0,1004654.0,Snacks,Kurkure,5.0,15.0,75.0,5.87,69.13,0.0,Card
TXN016667,2024-10-25 13:50:00,SmartRetail,Jayanagar,3.0,5.0,1085724.0,Personal Care,Shampoo (250ml),5.0,180.0,900.0,122.34,777.66,7.0,UPI
TXN000879,2024-10-25 14:36:00,SmartRetail,Jayanagar,3.0,5.0,1002539.0,Dairy,Paneer (200g),2.0,85.0,170.0,6.93,163.07,1.0,Cash
TXN020591,2024-10-25 14:36:00,SmartRetail,Yelahanka,5.0,5.0,1045541.0,Dairy,Cheese (200g),1.0,120.0,120.0,16.48,103.52,1.0,Wallet
TXN011109,2024-10-25 14:51:00,SmartRetail,Indiranagar,1.0,5.0,1004660.0,Dairy,Cheese (200g),1.0,120.0,120.0,1.09,118.91,1.0,Wallet
TXN008940,2024-10-25 14:52:00,SmartRetail,Whitefield,2.0,5.0,1009628.0,Dairy,Curd (500g),2.0,35.0,70.0,4.18,65.82,0.0,Wallet
TXN011374,2024-10-25 15:17:00,SmartRetail,Jayanagar,3.0,5.0,1044338.0,Snacks,Lays Chips,1.0,20.0,20.0,1.41,18.59,0.0,Card
TXN002012,2024-10-25 15:22:00,SmartRetail,Jayanagar,3.0,5.0,1030147.0,Personal Care,Facewash (100ml),2.0,160.0,320.0,3.61,316.39,3.0,Cash
TXN016363,2024-10-25 15:27:00,SmartRetail,Yelahanka,5.0,5.0,1083474.0,Personal Care,Shampoo (250ml),1.0,180.0,180.0,10.2,169.8,1.0,UPI
TXN018166,2024-10-25 15:36:00,SmartRetail,Indiranagar,1.0,5.0,1042953.0,Beverages,Pepsi (2L),3.0,80.0,240.0,24.32,215.68,2.0,Cash
TXN005464,2024-10-25 15:40:00,SmartRetail,Koramangala,4.0,5.0,1087665.0,Snacks,Dry Fruits (250g),5.0,220.0,1100.0,97.68,1002.32,10.0,Wallet
TXN003238,2024-10-25 15:45:00,SmartRetail,Koramangala,4.0,5.0,1037610.0,Snacks,Biscuits,1.0,30.0,30.0,1.7,28.3,0.0,UPI
TXN005304,2024-10-25 15:47:00,SmartRetail,Jayanagar,3.0,5.0,1071318.0,Snacks,Lays Chips,3.0,20.0,60.0,3.7,56.3,0.0,Wallet
TXN009333,2024-10-25 15:58:00,SmartRetail,Indiranagar,1.0,5.0,1003411.0,Snacks,Lays Chips,4.0,20.0,80.0,0.59,79.41,0.0,Wallet
TXN021077,2024-10-25 16:01:00,SmartRetail,Koramangala,4.0,5.0,1034402.0,Beverages,Real Juice (1L),3.0,110.0,330.0,29.0,301.0,3.0,Wallet
TXN003459,2024-10-25 16:11:00,SmartRetail,Yelahanka,5.0,5.0,1031210.0,Beverages,Red Bull (250ml),3.0,125.0,375.0,14.39,360.61,3.0,Wallet
